[09-09-2025 22:51:15] Se insertó el empleado -> ID: 50 | Nombre: Carlos | Puesto: Dev | Salario: $4000.0 | Edad: 44
[10-09-2025 19:40:27] Se eliminó el empleado con ID 16
[10-09-2025 19:40:33] Se eliminó el empleado con ID 17
[10-09-2025 19:40:35] Se eliminó el empleado con ID 18
[10-09-2025 19:40:40] Se eliminó el empleado con ID 19
[10-09-2025 19:40:42] Se eliminó el empleado con ID 20
[10-09-2025 19:40:45] Se eliminó el empleado con ID 21
[10-09-2025 19:40:48] Se eliminó el empleado con ID 22
[10-09-2025 19:40:50] Se eliminó el empleado con ID 23
[10-09-2025 19:40:53] Se eliminó el empleado con ID 24
[10-09-2025 19:40:56] Se eliminó el empleado con ID 25
[10-09-2025 19:41:01] Se eliminó el empleado con ID 26
[10-09-2025 19:41:03] Se eliminó el empleado con ID 27
[10-09-2025 19:41:06] Se eliminó el empleado con ID 28
[10-09-2025 19:41:07] Se eliminó el empleado con ID 29
[10-09-2025 19:41:09] Se eliminó el empleado con ID 30
[10-09-2025 19:41:11] Se realizó recorrido Inorden
[10-09-2025 19:41:53] Se insertó el empleado -> ID: 50 | Nombre: Carlos | Puesto: Diseño | Salario: $1000.0 | Edad: 22
[10-09-2025 19:42:09] Se insertó el empleado -> ID: 3 | Nombre: Sodia | Puesto: dd | Salario: $3.0 | Edad: 3
[10-09-2025 19:42:13] Se eliminó el empleado con ID 3
[10-09-2025 19:42:29] Se insertó el empleado -> ID: 30 | Nombre: Sara | Puesto: Developer | Salario: $3000.0 | Edad: 33
[10-09-2025 19:42:45] Se insertó el empleado -> ID: 70 | Nombre: Omar | Puesto: Gerente | Salario: $4000.0 | Edad: 44
[10-09-2025 19:43:02] Se insertó el empleado -> ID: 20 | Nombre: Yair | Puesto: diseño | Salario: $3000.0 | Edad: 33
[10-09-2025 19:43:22] Se insertó el empleado -> ID: 40 | Nombre: Karla | Puesto: Lider | Salario: $8000.0 | Edad: 55
[10-09-2025 19:43:39] Se insertó el empleado -> ID: 60 | Nombre: Sofia | Puesto: Diseño | Salario: $2000.0 | Edad: 33
[10-09-2025 19:43:56] Se insertó el empleado -> ID: 80 | Nombre: Pedro | Puesto: Gerente | Salario: $9000.0 | Edad: 55
[10-09-2025 19:43:59] Se realizó recorrido Inorden
[10-09-2025 19:44:17] Se realizó recorrido Preorden
[10-09-2025 19:44:25] Se realizó recorrido Postorden
[10-09-2025 19:45:13] Se encontró el empleado con ID 70
[10-09-2025 19:45:18] Se encontró el empleado con ID 30
[10-09-2025 19:45:23] Se encontró el empleado con ID 20
[10-09-2025 19:45:31] No se encontró empleado con ID 10
